gene name,chromosome,start,end
RNA5SP507,23,70253042,70253162
MIR1915,10,21496562,21496641
RNA5SP55,1,116962347,116962471
MIR4490,11,90555774,90555857
MIR4513,15,74788672,74788757
RN7SL104P,2,15950689,15950981
MIR4489,11,65649192,65649253
MIR4299,11,11656651,11656722
RNU6-1186P,15,98074667,98074763
RNU6-160P,1,153331622,153331728
MIR548H3,17,13543529,13543646
MIR1233-1,15,34382069,34382150
RN7SL559P,1,28031884,28032180
SNORD115-46,15,25266591,25266661
RNA5SP155,4,10115756,10115884
RNU6-1217P,4,119434005,119434108
SNORD116-1,15,25051477,25051571
RF01928,14,100816041,100816244
MIR186,1,71067631,71067716
RN7SL823P,19,16910490,16910784
MIR6077,1,148388282,148388363
MIR219A2,9,128392618,128392714
SNORA71A,20,38427309,38427442
RF00091,1,35310274,35310425
SNORD5,11,93733228,93733300
SNORA10,16,1962334,1962466
RN7SKP178,2,205900630,205900958
MIR3978,23,110082118,110082218
RNU6-572P,5,139221758,139221837
MIR551A,1,3560695,3560790
RN7SL117P,2,21922993,21923288
MIR3912,5,171386656,171386760
RF00345,16,2155025,2155104
RN7SL331P,15,84205454,84205700
MIR218-2,5,168768146,168768255
RF01992,2,144705217,144705419
RNA5SP437,17,31963805,31963933
MIR4787,3,50675080,50675163
MIR937,8,143812957,143813042
MIR3149,8,76966768,76966850
RN7SL255P,5,104260531,104260826
MIR1281,22,41092513,41092566
RN7SL547P,20,7633562,7633851
MIR4764,22,33436582,33436669
RNU6-667P,15,79817349,79817450
SNORD96A,5,181241814,181241892
MIR297,4,110860582,110860647
MIR3147,7,57405025,57405090
RNU7-3P,6,149516956,149517017
RNU6-829P,9,93375556,93375667
MIR4451,4,85722468,85722533
MIR4783,2,127423537,127423618
RNU4ATAC13P,5,113493835,113493960
RNU6-644P,5,116188455,116188552
RF00394,23,82561201,82561347
RN7SKP152,2,166180652,166180966
RNU6-297P,14,48341226,48341332
MIR1243,4,113106863,113106955
RNU6-851P,2,38884560,38884666
AC068724.2,15,43109928,43110018
RN7SKP173,20,38761528,38761842
MIR4717,16,2274620,2274691
RF02160,5,60488078,60488327
MIR15B,3,160404588,160404685
MIR3122,1,212077613,212077685
RN7SKP268,6,151319635,151319950
RNU6-1145P,2,61605616,61605722
RN7SL753P,2,202333439,202333728
RNU6-999P,1,245043928,245044032
MIR4777,2,231362708,231362793
RNU6-309P,23,108826764,108826869
MIR6736,1,145850587,145850645
RN7SKP115,11,100839630,100839946
MIR4768,23,17425881,17425954
RF00056,20,38442036,38442169
MIR6807,19,58550285,58550376
RNA5SP102,2,124932915,124933020
MIR8077,19,42351131,42351205
MIR4281,5,176629439,176629500
SNORD94,2,86135870,86136006
RN7SL399P,17,41730127,41730405
RN7SL621P,8,33580210,33580508
RNU6-806P,5,60304047,60304151
MIR497,17,7017911,7018022
MIR4436B1,2,110086433,110086523
RNY3P2,13,49095391,49095492
SNORD114-14,14,100972103,100972177
MIR4464,6,90312742,90312833
RN7SKP136,4,177181442,177181741
MIR4721,16,28843919,28844007
RNU6ATAC7P,17,31563768,31563894
RN7SL784P,17,4882975,4883316
MIR8089,5,181043403,181043484
RN7SL391P,12,6344554,6344837
SNORD113-9,14,100945649,100945720
MIR940,16,2271747,2271840
RNU6-1227P,3,39025987,39026093
MIR563,3,15873771,15873849
RNU6-874P,11,129202966,129203070
RN7SKP26,18,45989653,45989945
MIR3648-2,21,8986999,8987178
RNY4P19,2,230058229,230058324
MIR4307,14,26908642,26908725
RNU7-125P,16,14643788,14643849
MIR4491,11,111347757,111347824
RNU6-659P,14,70496107,70496210
MIR4526,18,13611114,13611200
MIR3158-2,10,101601417,101601497
MIR509-3,23,147259652,147259726
RF01979,7,27099967,27100111
MIR4260,1,209623444,209623510
MIR5708,8,80241389,80241473
MIR4287,8,27886039,27886116
SNORD43,22,39319050,39319113
MIR136,14,100884702,100884783
RNA5SP249,7,147849884,147849982
RNU7-147P,2,199191059,199191120
RF02154,5,76712195,76712327
RN7SL481P,7,143298516,143298814
MIR6852,9,35710676,35710741
MIR4743,18,48670600,48670668
MIR218-1,4,20528275,20528384
RN7SL787P,9,67791499,67791782
MIR944,3,189829922,189830009
RN7SL556P,7,5871753,5872050
RN7SKP200,2,206221315,206221634
RN7SL395P,8,144785298,144785588
MIR4766,22,40813883,40813958
MIR6501,21,33550662,33550728
SNORD123,5,9548836,9548905
RN7SKP170,4,15093767,15094094
MIR3909,22,35335640,35335758
SNORD26,11,62855292,62855366
MIR6809,2,217900513,217900628
RN7SL141P,3,172237326,172237591
MIR941-4,20,63919756,63919827
RNU6-506P,4,139231026,139231119
MIR663A,20,26208186,26208278
RNU6-1090P,10,116538183,116538276
MIR5001,2,232550474,232550573
MIR512-1,19,53666679,53666762
MIR7850,19,2630715,2630793
RF02132,17,48723188,48723314
MIR6742,1,228397048,228397109
MIR548H2,16,11306440,11306527
RN7SL809P,12,56670450,56670746
RN7SKP29,8,69700224,69700495
RNU6-1067P,10,28667919,28668025
MIR129-2,11,43581394,43581483
MIR4781,1,54054079,54054154
RNU6-148P,12,89754059,89754152
RNU6-731P,1,6540854,6540964
MIR194-1,1,220118157,220118241
RNU1-33P,6,145463238,145463399
MIR6727,1,1312502,1312566
RF02212,8,134598318,134598518
RN7SKP281,2,157298807,157299158
RF01233,15,92417547,92417689
RF00212,8,39018615,39018683
RN7SKP240,6,22085544,22085918
MIR6087,23,109054542,109054590
RNA5SP132,3,51694465,51694582
RNU6-27P,20,17187510,17187616
MIR3689A,9,134849487,134849564
MIR6876,8,25345402,25345474
RNA5SP495,22,26390667,26390776
RNU7-172P,2,54166944,54167007
MIR148A,7,25949919,25949986
SNORA74C-1,10,45984610,45984810
RNA5SP117,2,208920547,208920664
RNU4-57P,1,223373822,223373956
MIR4650-2,7,72697903,72697978
MIR4453,4,152536428,152536516
RNU6-497P,20,47484278,47484381
RNU6-279P,12,59369051,59369151
MIR449B,5,55170646,55170742
RN7SKP197,12,119631090,119631386
SNORD2,3,186784796,186784864
RF01909,9,22117665,22117814
RNU4-88P,1,66094461,66094546
RNU4-6P,23,16875146,16875267
MIR4741,18,22933349,22933438
RNA5SP68,1,173969318,173969436
RNU6-442P,8,125900951,125901054
RN7SL460P,23,77885377,77885634
RNU1-58P,7,140241870,140242032
RF00002,20,30484925,30485076
MIR4323,19,42133445,42133513
RN7SL343P,9,42011350,42011610
MIR3670-2,16,16306370,16306434
RNU6-518P,17,58835899,58835994
RN7SL610P,2,23996795,23997085
RNU6-101P,12,101765406,101765509
MIR487A,14,101052446,101052525
MIR6129,17,49288346,49288454
MIR1278,1,193136503,193136583
SNORD113-4,14,100936491,100936565
MIR1972-2,16,70030346,70030422
MIR4420,1,30739156,30739232
MIR3118-3,15,21406385,21406459
RN7SL167P,11,131004128,131004429
RN7SL217P,3,49863375,49863660
RN7SL835P,19,16907462,16907723
RN7SL846P,10,119768247,119768538
RNU6-1229P,7,65023204,65023310
RNU6-365P,11,41122907,41123012
SNORD115-17,15,25201323,25201404
RNA5SP271,8,72357728,72357815
RNU6-1315P,12,2954240,2954338
SNORD19,3,52689248,52689315
RNU6-715P,2,147495438,147495540
RNU6-928P,17,66638271,66638374
RNU6-235P,3,38303773,38303879
RNU4ATAC6P,10,28652630,28652755
MIR133A1,18,21825698,21825785
RNU4ATAC2P,5,159318042,159318167
RNU6-1274P,10,96743167,96743273
RN7SL320P,13,51469753,51470047
RN7SL203P,8,70480192,70480487
MIR4493,11,123381440,123381512
RN7SL648P,23,74242608,74242908
MIR5002,3,124132929,124133025
RNU1-55P,20,5890055,5890212
RNA5SP229,7,33177740,33177838
MIR346,10,86264694,86264788
MIR498,19,53674197,53674320
RNA5SP46,1,43196417,43196536
RF00070,5,24811481,24811548
SNORD73B,4,151102057,151102128
RN7SKP241,10,24908522,24908812
AC025283.2,16,3382113,3397745
MIR6801,19,52222020,52222098
RNA5SP44,1,39154164,39154296
RN7SKP287,11,43435132,43435397
MIR662,16,770183,770277
RNU6-624P,2,228169743,228169849
MIR4483,10,113777993,113778054
RF01905,12,53963629,53963697
RNU6-1180P,2,113086805,113086911
AC004895.1,7,6081103,6093085
ERO1A,14,52639916,52695900
AP3M2,8,42152946,42171673
KRTAP24-1,21,30281309,30282958
RPL35AP28,12,49863173,49863503
TXNL1,18,56597208,56651600
AC117383.1,3,141267353,141367137
CADM1,11,115169218,115504957
THAP6,4,75513946,75550473
TMEM163,2,134455759,134719000
HSDL2,9,112379937,112472410
C9orf147,9,112433816,112487204
AL445187.1,9,112581779,112582590
KRT17P2,17,18426861,18431848
AC107027.3,3,131455126,131458598
Z99943.2,1,167819898,167820248
AC016644.1,5,56941307,56947152
ZNF608,5,124636913,124748807
AP001486.1,11,103045237,103045712
SNX9,6,157700387,157945077
IGHV2-70,14,106770577,106771020
AC009088.1,16,31196131,31196963
HIGD2A,5,176388747,176389771
AC245369.1,14,106750289,106750594
MGAM2,7,142111749,142222324
IGHV1-69-2,14,106737110,106737547
IGHV3-69-1,14,106728163,106728615
AC025465.3,5,124469591,124469901
AP000438.1,11,62909546,62918361
GPATCH4,1,156594487,156601496
LINC00251,8,65161145,65184210
RPL31P41,8,65155407,65155778
AC087808.1,8,64973488,64973848
TTC24,1,156579727,156586770
TOMM22,22,38681948,38685421
GAPDHP57,2,75455994,75456578
AC097173.1,4,119937557,119963898
AC067752.1,10,62520448,62672011
PITPNM2-AS1,12,123081384,123084744
AC091117.2,15,45041716,45058707
LINC02483,4,75354076,75362566
AC044860.3,15,85272527,85272974
YRDC,1,37802944,37808185
AC003005.1,19,57487718,57505381
GOT1L1,8,37934281,37940129
SPRR5,1,152947154,152949258
AC068620.2,4,56396312,56396871
AC020549.1,11,114583253,114584692
AC003002.3,19,57389884,57419994
TRAPPC13P1,23,76655498,76656559
RPTN,1,152153595,152159228
CRNN,1,152409243,152414263
AC008105.2,17,45245186,45251129
BNIP3P35,19,22840432,22840921
MTND5P26,23,102803041,102806138
LINC00630,23,102769161,102885406
C1orf54,1,150268200,150280916
RPS2P41,12,111879338,111880249
LRRC52,1,165544007,165563961
APH1A,1,150265399,150269580
AL645937.1,6,29137410,29142934
CCDC81,11,86374736,86423109
SPDYE12P,7,74906673,74913256
TPMTP3,23,51979223,51980012
AC122108.2,15,44778196,44778721
Z69890.1,16,231134,231472
AL355862.1,1,163769339,163769691
ATP5MC1P7,10,69432972,69433371
PTBP3,9,112217716,112333667
FP565260.5,21,5073458,5087867
SUPT7L,2,27650812,27663840
OPA1-AS1,3,193618609,193627337
IGHVII-60-1,14,106637718,106637973
DEFB106A,8,7825172,7829053
SLC25A36,3,140941830,140980961
DMBT1P1,10,122729429,122826868
AC026100.1,3,97973012,97975056
AL117344.1,6,157372556,157373171
AC018682.2,2,46499731,46501278
ATP6V1E2,2,46490750,46542557
AC017116.1,7,44064908,44066079
SASS6,1,100083563,100132955
AL392003.1,1,162979551,162979793
PCNAP4,11,19274540,19275269
AC137723.2,17,82035403,82035800
AC084121.7,8,7753682,7756692
IGHVII-46-1,14,106515818,106515854
CDT1,16,88803213,88809258
AKAP8,19,15353385,15379798
AC005785.1,19,15379076,15381194
RPS27P5,1,226781501,226781744
NAT8,2,73640832,73642393
DIP2C,10,274190,689668
AC097534.1,4,173322206,173329694
AC138965.3,5,175903874,175904371
AC084121.6,8,7730739,7733749
APEX2,23,55000357,55009057
Z98742.3,6,108318079,108318404
AC137055.1,12,111581379,111581773
PRDM4,12,107732866,107761272
SLC25A43,23,119399060,119454478
YBX1P9,1,226318015,226318693
ZNF471,19,56507843,56530221
PRRT4,7,128350325,128361685
LYPD3,19,43460787,43465660
AL590286.1,6,162957258,162957548
FAM157A,3,198153287,198222513
AC134684.9,8,7579644,7582653
TEX101,19,43401496,43418597
CCNYL2,10,42408168,42475349
AC009139.2,16,77201474,77249957
AC016596.1,5,55944656,55944733
TSPY17P,24,6520463,6520929
MTND5P32,15,58152606,58154407
AL160396.2,13,114275326,114277323
RBM28,7,128297685,128343908
AC092652.1,2,143640756,143656179
SVOPL,7,138594285,138701352
AC013429.1,7,138645671,138646448
AC066616.1,15,58200606,58201018
TBC1D12,10,94402504,94535930
LINC02220,5,12914068,13032886
AC022335.1,12,21047179,21176895
LEFTY1,1,225886282,225911382
HIST2H4B,1,149854045,149861210
AL592295.4,1,161399409,161422424
RGL3,19,11384341,11419342
RPS15AP28,10,69300432,69300817
C1RL,12,7089587,7109273
TTTY7,24,6449468,6457906
CUX2,12,111034024,111350554
AC008554.1,19,20432552,20528615
LINC01531,19,35399511,35419385
HIST2H2BF,1,149782689,149812373
LINC01891,2,234444590,234454595
SLC15A3,11,60937084,60952530
AC243772.1,1,149754301,149754710
TNFRSF14,1,2555639,2565382
AC009509.3,12,27608733,27609046
AC011333.1,5,174173101,174181814
AC012594.1,2,170332085,170408564
AC090109.1,12,72046149,72057377
TRHDE-AS1,12,72253508,72274907
ZNF849P,19,22685167,22686732
RNASEH2A,19,12806556,12815201
AC011467.1,19,22520995,22527949
IL17F,6,52236681,52244537
AC044839.4,11,45813219,45825258
AC025811.1,19,22455988,22456459
AC011506.1,19,56217168,56217777
AL139393.2,6,160990318,160992342
AC074132.1,5,91132303,91142470
AL161893.1,13,30388785,30404967
ZNF486,19,20167228,20200490
NONOP2,2,60936819,60938049
AC117470.1,3,97481177,97481506
A3GALT2,1,33306766,33321098
AL513327.2,1,33350352,33363245
LINC00494,20,48359950,48370629
LINC00337,1,6234692,6239444
ATP5PBP2,7,94738652,94739411
CD96,3,111292719,111665750
ATP6V1G1P6,5,78222184,78222517
AC017078.1,2,46003942,46004309
AC025627.3,17,19600860,19601345
AL591516.1,6,107192300,107192573
ELOCP13,24,18440797,18441125
FAM41AY2,24,18390994,18405046
AC007241.1,24,18389297,18405046
PAIP2,5,139341587,139369720
AC018442.1,8,99695957,99698017
AC018653.1,12,7166674,7189069
DOCK10,2,224765090,225042445
STK19B,6,32013270,32013787
RNF216-IT1,7,5662432,5680461
CFL1P1,10,87817928,87845612
RPS2P45,16,69033675,69036042
VN1R105P,19,54647944,54648853
PSD2,5,139795821,139844466
SOCS3,17,78356778,78360077
CHEK2P5,10,38713195,38719229
LINC02166,16,89682620,89686569
AC008667.1,5,139684645,139745010
AC130709.1,2,68528241,68529452
FRMD6-AS1,14,51649516,51651744
MFSD10,4,2930561,2934859
LONRF3,23,118974614,119018355
SLC30A10,1,219685427,219958647
SNX7,1,98661701,98760500
AC103740.1,15,62827675,62884034
LINC01523,20,47983404,47984313
AL078601.3,6,79406240,79406774
C7orf50,7,996986,1138260
KIAA1211,4,56049073,56328625
TLE1P1,23,65408084,65408672
AC114730.3,2,241724615,241725693
AL353604.1,1,37262739,37325100
LANCL2,7,55365448,55433742
NBPF6,1,108450282,108471002
ADAMTS7,15,78759203,78811431
AC073347.1,7,55342316,55344958
SYT10,12,33374238,33439819
AC079988.1,2,121178327,121182580
AC023158.2,12,33432311,33432853
AC067960.1,2,121081437,121088726
ELDR,7,55235965,55255635
AL355526.1,1,218031835,218033660
CDY2A,24,18025787,18028597
ERGIC1,5,172834275,172952685
ZNF705G,8,7355517,7385558
ZSWIM5,1,45016399,45306209
AC040169.1,16,84117051,84117571
AC087588.2,12,32820142,32820567
KRT8P27,23,64623117,64624573
AC022150.1,19,52575883,52585561
ARL16,17,81681174,81683924
NKAIN4,20,63240784,63272694
FAM90A20P,8,7295014,7298024
AL049597.1,1,86784913,86785467
MINPP1,10,87504875,87553460
AC023078.4,11,18956055,18957015
AL133173.2,10,38617255,38617344
SARNP,12,55752463,55817756
AC005244.2,17,12201600,12215267
ZNF578,19,52453576,52512154
AC020910.4,19,34733298,34733837
SEMA3A,7,83955777,84492724
AC087203.1,8,12374366,12375546
AP001434.1,21,38237217,38238201
AL161804.1,14,57578409,57600404
AF238378.1,8,7082971,7083328
AL136140.2,6,44551577,44553281
ZNF569,19,37411155,37469275
FAHD2P1,12,70671918,70672856
AL139118.1,10,94109116,94121107
AL139124.1,10,94314907,94315327
UBE2S,19,55399745,55407777
UNC5B,10,71212570,71302864
ANGEL2,1,212992182,213015826
THSD4-AS1,15,71147650,71189042
L1TD1,1,62194831,62212328
AP001160.4,11,62807682,62808063
ZCCHC13,23,74304190,74305031
MAGED2,23,54807599,54816012
AC005692.1,7,141414383,141416390
VASH2,1,212950520,212992037
CCT4P1,7,140997952,140999800
PSG8,19,42752686,42855691
DDX55P1,12,11512723,11514136
AC091887.1,5,146099406,146120412
AC093249.3,16,30615256,30615679
NSL1,1,212726153,212791782
GMIP,19,19629476,19643667
CLEC12A-AS1,12,9948137,9953336
AC008687.8,19,49055793,49065076
AC008687.7,19,49056088,49058761
COTL1P2,17,20564538,20564889
ATP13A5,3,193274790,193378843
YTHDF1,20,63195429,63216234
CLEC2A,12,9898673,9932381
AC005414.1,12,2440189,2457392
AL360091.2,1,212297448,212299579
DEFA8P,8,6950726,6951599
AC006483.2,7,5556731,5557245
AC006483.1,7,5560743,5561055
AC114812.2,2,233693434,233708699
USP15,12,62260338,62417431
RPL7AP26,4,82490823,82491635
PHF5CP,19,19588091,19588415
UBE2V1P1,20,3361880,3362324
AL603766.1,6,149112009,149112672
GNL3L,23,54530211,54561071
AC079907.2,12,101954998,101962390
AC138356.3,8,37717579,37733756
AC241584.1,1,147082338,147083578
MS4A4E,11,60201253,60243088
AC244394.2,1,147001931,147003618
AC022903.1,17,34837871,34859046
AC079298.1,4,154235980,154237598
AC110775.1,4,154373886,154374347
ALG1L11P,8,12178697,12182719
AC011411.1,5,145728360,145729349
TMEM132E,17,34579487,34639318
AC005691.1,17,34614409,34614809
USP9YP27,24,17788315,17789484
AC008700.1,5,145429868,145451099
AC137770.1,5,145337932,145381670
AC007742.2,24,17705968,17708185
AC010451.2,5,5046796,5049497
AC023162.1,3,129632019,129632492
MED15P4,2,131535187,131536988
AC106799.1,5,4512262,4516776
AP005135.1,11,135061781,135075899
AL020996.3,1,25831913,25832134
TMEM223,11,62771629,62792021
KC877373.1,8,133325997,133326404
TAS2R14,12,10937406,11171573
OR8G5,11,124256376,124266218
OR8G2P,11,124224732,124225639
AP003396.4,11,119403963,119404227
RPSAP44,6,54624605,54625488
AC006989.1,24,14941746,14942715
MED13P1,24,14907898,14908068
AC009779.3,12,55654558,55655168
AC004974.1,14,71586269,71590354
OR6C68,12,55492378,55493316
RPL29P14,5,149545383,149545810
C16orf78,16,49373823,49399431
EEF1A1P16,12,16990670,16992083
AC023512.1,12,16989126,16989936
AC016598.2,5,143559219,143562548
TINAG,6,54307859,54390152
AD000090.1,19,35557956,35581954
NDUFAB1P1,6,70734503,70734962
POM121L13P,13,28778558,28778937
AC126182.1,3,120484171,120484527
AL049780.2,14,75127153,75136930
FAAP20,1,2184461,2212720
GAPDHP50,3,89047442,89048434
AC126755.6,16,18357026,18357136
AC026688.2,5,154483917,154486150
AC092266.1,5,2261859,2262023
NUCB1-AS1,19,48910930,48918891
AC126768.2,5,1933863,1959176
AL583856.1,6,70608234,70609334
LINC00328-2P,13,18809830,18810048
AL356056.2,10,46582782,46598145
ZNF616,19,52113091,52139922
LINC01886,2,107529487,107556326
CLEC14A,14,38254103,38256369
NBEA,13,34942287,35673022
BCLAF3,23,19912860,19970298
AC119751.7,4,49548564,49548855
AC098965.1,16,16952502,16953468
MAFF,22,38200767,38216511
LINC00671,17,42874670,42898704
AL022099.1,6,48952070,48952781
AC138969.1,16,16356224,16377507
AC004147.5,17,34118347,34118882
AC024614.1,17,33680577,33680883
AC069499.1,3,108543367,108543875
AC093797.1,4,185587909,185594003
AC011270.2,15,78339208,78341757
RAVER1,19,10316212,10333640
LINC01225,1,31500085,31509648
AC114488.1,1,31571585,31575573
AC209007.1,1,31487589,31488930
CABIN1,22,24011192,24178628
AL139005.1,13,28495633,28497267
AC067904.1,8,27011147,27012371
EIF4E2,2,232550052,232583644
NACAD,7,45080438,45088914
AC118344.1,19,40273489,40275479
MTCO3P31,6,153667318,153668106
PIGFP3,23,30017160,30017881
RAB17,2,237574322,237601614
AC067750.1,10,86749754,86756298
CISD3,17,38730235,38735044
DNTTIP2,1,93866283,93879918
RPSAP12,12,68552995,68553882
RWDD4P1,7,105301522,105302086
AC092958.4,3,148028046,148079637
EIF4BP8,3,122660613,122662438
AL160035.1,13,26965967,26991996
RPS21P8,13,26977543,26977789
RN7SL793P,12,102217318,102217613
RNU6-1321P,23,41570923,41571029
RN7SL128P,6,20421583,20421887
RNU2-51P,14,70360892,70361088
RNU6-266P,23,22527835,22527941
SNORD115-35,15,25234247,25234328
RNU6-842P,8,13044350,13044456
MIR29B2,1,207802443,207802523
RNA5SP284,9,63813190,63813307
MIR3911,9,127690687,127690795
RNU7-130P,5,35632963,35633024
SNORD3D,17,19112420,19112636
RNA5SP396,15,59574103,59574222
MIR3622B,8,27701673,27701767
RNU6-107P,2,232782665,232782766
